Exchange Date,ACWI.World.Equities,IGOV.World.Debt,VWOB.EmergingMarkets.Debt,VEU.World.Equities,LQD.US.Debt,SPY.US.Equities,REET.World.Alternative,PSP.World.PrivateEquity
2023-02-02,92.93,41.15,64.37,54.88,111.81,416.78,25.55,56.25
2023-02-01,92.18,41.09,64.18,55.03,111.65,410.8,25.05,54.35
2023-01-31,91.25,40.59,63.44,54.5,110.87,406.48,24.86,53.5
2023-01-30,90.27,40.33,63.06,54.27,110.08,400.59,24.53,53.35
2023-01-27,91.37,40.69,63.78,54.86,110.5,405.68,24.82,54.55
2023-01-26,91.32,40.87,63.94,55.02,110.82,404.75,24.51,54.25
2023-01-25,90.55,41.09,63.9,54.82,110.86,400.35,24.31,52.95
2023-01-24,90.34,40.97,64.03,54.59,110.81,400.2,24.32,53.0
2023-01-23,90.46,40.77,63.615,54.58,110.23,400.63,24.24,53.3
2023-01-20,89.67,40.84,63.66,54.35,110.55,395.88,24.03,52.3
2023-01-19,88.3,41.05,63.8,53.79,111.13,388.64,23.78,51.5
2023-01-18,88.65,41.0,63.98,53.69,111.36,391.49,23.85,52.606
2023-01-17,89.63,40.79,63.21,53.94,110.07,397.77,24.14,53.5
2023-01-16,,,,,,,,
2023-01-13,89.69,40.69,63.08,53.91,110.47,398.5,23.99,52.9
2023-01-12,89.29,40.74,63.26,53.56,110.83,396.96,24.14,52.6
2023-01-11,88.67,40.21,62.54,52.97,109.59,395.52,23.8,51.95
2023-01-10,87.75,39.9,62.04,52.65,108.66,390.58,23.08,50.55
2023-01-09,87.26,39.95,62.42,52.45,109.03,387.86,23.1,50.15
2023-01-06,87.07,39.79,62.46,52.18,108.6,388.08,23.06,49.4
2023-01-05,85.1,39.12,61.51,50.93,106.85,379.38,22.6,48.5
2023-01-04,85.98,39.39,61.93,51.37,106.93,383.76,23.1,49.075
2023-01-03,84.9,39.05,61.29,50.5,106.16,380.82,22.66,47.85
2023-01-02,,,,,,,,
2022-12-30,84.88,39.15,60.98,50.14,105.43,382.43,22.71,47.2
2022-12-29,85.39,39.14,61.35,50.67,106.1,383.44,22.85,47.85
2022-12-28,83.93,38.85,60.85,49.89,105.35,376.66,22.38,46.5
2022-12-27,85.03,39.02,61.19,50.48,105.68,381.4,22.7,47.15
2022-12-26,,,,,,,,
2022-12-23,85.06,39.27,61.44,50.2,107.06,382.91,22.72,47.4
2022-12-22,84.67,39.28,62.0,50.07,107.39,380.72,22.52,47.05
2022-12-21,85.7,39.43,62.45,50.47,107.42,386.23,22.64,47.7
2022-12-20,84.59,39.56,61.63,49.96,106.69,380.54,22.38,46.8
2022-12-19,84.4,39.56,61.92,49.82,107.96,380.02,22.49,46.8
2022-12-16,84.92,39.73,62.25,50.52,109.06,383.27,22.71,47.5
2022-12-15,85.75,39.93,62.62,50.81,109.53,389.63,23.26,48.7
2022-12-14,87.91,40.63,62.82,52.07,109.77,399.4,23.59,50.3
2022-12-13,88.25,40.52,62.88,52.13,109.67,401.97,23.63,50.6
2022-12-12,88.12,40.03,62.34,51.51,108.72,398.95,23.29,49.6
2022-12-09,87.34,40.18,62.21,51.46,108.86,393.28,23.19,49.15
2022-12-08,87.76,40.34,62.49,51.55,109.68,396.24,23.22,48.95
2022-12-07,87.09,40.39,62.52,51.19,110.03,393.16,23.08,48.6
2022-12-06,87.25,40.16,61.72,51.26,108.82,393.83,22.98,48.5
2022-12-05,88.19,40.14,61.99,51.48,108.49,399.59,23.16,49.4
2022-12-02,89.72,40.61,62.8,52.21,109.42,406.91,23.54,50.35
2022-12-01,89.8,40.56,63.15,52.17,108.76,407.38,23.56,51.1
2022-11-30,89.67,39.86,62.34,51.9,107.76,407.68,23.6,50.4
2022-11-29,87.19,39.38,61.65,50.83,106.46,395.23,23.19,49.55
2022-11-28,87.01,39.31,61.26,50.43,106.99,395.91,22.84,49.4
2022-11-25,88.29,39.62,61.49,51.02,107.77,402.33,23.35,51.0
2022-11-24,,,,,,,,
2022-11-23,88.22,39.64,61.22,50.88,107.66,402.42,23.2,50.6
2022-11-22,87.54,39.11,60.95,50.38,106.59,399.9,23.21,50.0
2022-11-21,86.46,38.74,60.32,49.8,105.65,394.59,23.05,49.65
2022-11-18,86.94,39.09,60.22,50.25,105.81,396.03,23.01,49.85
2022-11-17,86.77,39.23,60.21,50.26,105.82,394.24,22.73,49.75
2022-11-16,86.98,39.43,60.78,50.25,106.39,395.45,22.85,50.35
2022-11-15,87.64,39.05,60.88,50.55,105.49,398.49,23.03,51.35
2022-11-14,86.8,38.74,59.64,50.09,104.04,395.12,22.87,51.45
2022-11-11,87.59,39.02,60.09,50.57,104.57,398.51,23.35,53.15
2022-11-10,86.28,38.63,60.18,49.57,104.29,394.69,23.26,51.3
2022-11-09,81.89,37.29,57.73,47.22,100.91,374.13,21.84,47.0
2022-11-08,83.43,37.31,58.5,47.96,101.17,382.0,22.06,47.65
2022-11-07,82.85,37.02,58.13,47.48,100.75,379.95,21.93,47.6
2022-11-04,82.33,37.01,58.07,47.35,101.12,376.35,21.93,46.65
2022-11-03,80.44,36.33,57.33,45.59,100.92,371.01,21.52,44.85
2022-11-02,81.15,36.75,57.41,45.75,101.28,374.87,21.63,45.75
2022-11-01,82.85,37.02,57.81,46.37,101.77,384.52,22.15,46.5
2022-10-31,82.77,36.93,57.23,45.87,101.35,386.21,22.11,45.65
2022-10-28,83.32,37.38,57.96,46.23,101.9,389.02,22.23,46.45
2022-10-27,82.01,37.55,57.88,46.0,101.69,379.98,21.85,46.05
2022-10-26,82.51,37.4,57.66,46.37,101.22,382.02,21.78,46.1
2022-10-25,82.5,36.91,57.44,45.87,100.76,384.92,21.71,45.45
2022-10-24,81.07,36.23,56.48,45.05,99.43,378.87,20.92,43.35
2022-10-21,80.83,36.11,56.51,45.55,99.48,374.29,20.91,43.1
2022-10-20,79.15,35.71,55.88,44.8,99.2,365.41,20.73,42.35
2022-10-19,79.53,35.84,56.52,44.76,100.07,368.5,20.69,42.7
2022-10-18,80.35,36.28,57.23,45.37,101.46,371.13,21.21,44.15
2022-10-17,79.6,36.14,56.71,45.16,100.86,366.82,21.07,43.35
2022-10-14,77.59,35.72,56.46,44.03,100.38,357.63,20.39,41.9
2022-10-13,79.27,36.19,56.83,44.74,101.35,365.97,20.83,42.8
2022-10-12,77.52,35.81,57.01,44.03,101.17,356.56,20.52,41.45
2022-10-11,77.73,35.86,57.18,44.1,101.29,357.74,20.7,41.75
2022-10-10,78.39,36.14,57.25,44.68,101.5,360.02,20.54,42.75
2022-10-07,79.02,36.31,57.32,45.04,102.42,362.79,20.71,42.9
2022-10-06,81.08,36.69,58.06,45.84,103.45,373.2,21.13,44.45
2022-10-05,82.03,37.15,58.32,46.51,103.69,377.09,21.59,45.1
2022-10-04,82.4,37.81,59.08,46.9,104.48,377.97,22.02,45.8605
2022-10-03,79.68,37.18,58.06,45.25,104.0,366.61,21.63,43.45
2022-09-30,77.83,36.61,57.49,44.36,102.45,357.18,21.27,42.3
2022-09-29,78.7,36.59,57.53,44.55,102.71,362.79,20.93,41.997
2022-09-28,80.21,36.71,58.27,45.24,103.48,370.53,21.41,43.3
2022-09-27,78.6,35.91,56.9,44.35,101.44,363.38,20.97,41.85
2022-09-26,78.86,36.14,57.88,44.54,102.99,364.31,21.36,41.975
2022-09-23,79.81,36.81,59.15,45.2,104.81,367.95,22.25,42.9
2022-09-22,81.52,37.49,59.76,46.6,105.11,374.22,22.66,44.25
2022-09-21,82.13,37.6,60.32,46.76,106.61,377.39,22.89,45.6
2022-09-20,83.5,37.86,60.42,47.43,106.21,384.09,23.26,46.25
2022-09-19,84.54,38.3,60.89,48.07,107.28,388.55,23.82,47.85
2022-09-16,83.99,38.47,60.72,48.13,107.1,385.56,23.83,47.75
2022-09-15,84.75,38.32,61.03,48.52,107.35,390.12,23.77,48.35
2022-09-14,85.64,38.53,61.06,48.95,107.87,394.6,24.14,48.8
2022-09-13,85.3,38.3,61.15,48.74,107.36,393.1,24.39,49.1
2022-09-12,88.81,38.93,62.05,50.43,108.14,410.97,25.28,51.5
2022-09-09,87.73,38.71,62.08,49.75,108.38,406.6,25.05,50.7
2022-09-08,86.14,38.33,61.84,48.67,108.13,400.38,24.69,49.35
2022-09-07,85.74,38.78,61.7,48.63,108.38,397.78,24.72,49.7
2022-09-06,84.48,38.37,60.74,48.25,106.92,390.76,24.37,48.75
2022-09-05,,,,,,,,
2022-09-02,84.95,38.89,61.37,48.53,108.39,392.24,24.18,48.6
2022-09-01,85.69,38.75,61.25,48.83,108.31,396.42,24.41,48.7
2022-08-31,85.9,39.18,61.62,49.38,109.27,395.18,24.5,49.9
2022-08-30,86.46,39.28,62.13,49.59,110.43,398.21,24.66,50.05
2022-08-29,87.36,39.27,62.12,50.03,110.29,402.63,24.9,50.25
2022-08-26,87.9,39.47,62.45,50.2,111.11,405.31,25.09,50.5
2022-08-25,90.6,39.98,63.25,51.37,111.78,419.51,25.69,52.55
2022-08-24,89.28,39.62,62.63,50.65,110.64,413.67,25.3,52.05
2022-08-23,89.05,39.74,62.59,50.59,110.97,412.35,25.24,51.5
2022-08-22,89.06,39.76,61.93,50.48,110.85,413.35,25.52,51.2535
2022-08-19,90.77,40.09,62.52,51.2,111.6,422.14,26.01,52.5
2022-08-18,92.0,40.74,63.38,51.87,112.94,427.89,26.34,54.0
2022-08-17,92.03,41.08,63.43,52.07,112.65,426.65,26.57,54.25
2022-08-16,92.7,41.46,64.15,52.45,113.72,429.7,26.73,55.4
2022-08-15,92.63,41.67,64.68,52.38,114.16,428.86,26.78,55.75
2022-08-12,92.65,41.91,64.77,52.71,114.24,427.1,26.78,55.9
2022-08-11,91.39,41.89,64.19,52.27,112.93,419.99,26.43,55.4
2022-08-10,91.31,42.16,64.51,52.19,114.03,419.99,26.44,55.35
2022-08-09,89.44,41.67,63.47,51.17,112.96,411.35,25.95,53.4
2022-08-08,89.87,41.71,64.57,51.41,113.47,412.99,25.83,54.2
2022-08-05,89.83,41.51,63.57,51.24,113.02,413.47,25.65,53.75
2022-08-04,90.11,42.23,63.8,51.54,114.57,414.17,25.74,54.45
2022-08-03,89.97,41.82,63.8,51.26,114.39,414.45,25.72,53.75
2022-08-02,88.83,41.7,62.72,50.92,113.16,408.06,25.66,52.8
2022-08-01,89.53,42.26,63.59,51.58,114.56,410.77,26.01,53.95
2022-07-29,89.82,41.95,63.65,51.65,114.61,411.99,26.22,54.45
2022-07-28,88.69,41.71,63.39,51.25,114.34,406.07,25.98,53.5365
2022-07-27,87.85,41.33,62.48,50.96,113.4,401.04,25.31,52.15
2022-07-26,85.75,40.89,61.54,49.9,112.65,390.89,25.09,50.65
2022-07-25,86.8,41.06,62.06,50.5,112.67,395.57,25.12,51.8
2022-07-22,86.53,40.98,61.96,50.14,113.63,395.09,25.06,51.65
2022-07-21,87.27,40.62,61.4,50.39,112.76,398.79,24.86,52.075
2022-07-20,86.39,40.43,61.11,49.85,111.24,394.77,24.71,51.05
2022-07-19,86.12,40.48,60.64,50.12,111.36,392.27,24.7,50.55
2022-07-18,83.99,40.34,59.88,48.98,111.05,381.95,24.11,49.15
2022-07-15,84.22,40.18,59.85,48.71,111.83,385.13,24.21,48.65
2022-07-14,82.81,39.91,59.31,48.14,110.94,377.91,23.78,47.8
2022-07-13,83.38,40.23,60.16,48.75,111.65,378.83,24.08,48.6
2022-07-12,83.72,40.1,60.25,48.83,110.82,380.83,24.16,49.05
2022-07-11,84.24,39.84,60.51,48.9,110.66,384.23,24.21,48.7
2022-07-08,85.45,40.16,60.98,49.86,110.35,388.67,24.37,49.75
2022-07-07,85.51,40.19,61.16,49.8,110.53,388.99,24.44,49.95
2022-07-06,84.17,40.28,60.95,48.97,110.54,383.25,24.35,49.1
2022-07-05,84.05,40.55,61.38,49.06,111.09,381.96,24.3,48.95
2022-07-04,,,,,,,,
2022-07-01,84.48,41.2,61.82,49.95,111.12,381.24,24.51,49.5
2022-06-30,83.89,40.89,61.3,49.96,110.03,377.25,24.18,49.1
2022-06-29,84.56,40.41,61.13,50.17,109.7,380.34,24.34,49.55
2022-06-28,84.79,40.35,61.03,50.46,109.05,380.65,24.54,50.55
2022-06-27,86.06,40.73,61.36,50.71,109.08,388.59,24.7,51.35
2022-06-24,86.31,40.96,62.0,50.76,110.09,390.08,24.7,51.4
2022-06-23,83.76,40.87,61.9,49.43,109.96,378.06,24.19,49.6
2022-06-22,83.28,40.46,61.51,49.47,109.12,374.39,23.88,49.2
2022-06-21,83.76,39.97,61.45,50.01,108.33,375.07,23.72,49.55
2022-06-20,,,,,,,,
2022-06-17,81.93,40.25,61.57,49.79,109.43,365.86,23.54,49.4
2022-06-16,81.97,40.47,61.27,49.94,109.21,366.65,23.46,49.15
2022-06-15,84.44,40.44,62.55,51.23,109.09,379.2,23.88,51.4
2022-06-14,83.17,39.5,60.78,50.39,107.41,373.87,23.38,50.0
2022-06-13,83.42,39.93,60.88,50.5,107.97,375.0,23.52,50.75
2022-06-10,86.63,40.85,62.65,52.26,110.52,389.8,24.64,53.7
2022-06-09,88.94,41.31,63.65,53.3,111.6,401.44,25.1,55.45
2022-06-08,91.91,41.97,64.13,54.46,112.34,411.22,25.78,57.0
2022-06-07,92.78,42.29,64.77,54.91,112.99,415.74,26.38,57.25
2022-06-06,92.08,42.14,64.39,54.7,112.39,411.79,26.05,57.45
2022-06-03,91.75,42.48,65.19,54.48,113.19,410.54,26.2,56.75
2022-06-02,93.3,42.76,65.62,55.33,113.55,417.39,26.59,57.7
2022-06-01,91.46,42.57,65.1,54.27,113.5,409.59,26.27,56.05
2022-05-31,92.14,42.9,65.51,54.74,114.44,412.93,26.47,57.2
2022-05-30,,,,,,,,
2022-05-27,92.56,43.26,65.85,54.73,115.29,415.26,26.67,57.1
2022-05-26,90.71,43.22,65.58,54.07,114.69,405.31,26.14,56.0
2022-05-25,89.24,43.25,65.4,53.45,114.66,397.37,26.02,54.45
2022-05-24,88.63,43.29,64.96,53.35,113.49,393.89,25.86,54.1
2022-05-23,89.37,43.02,64.43,53.7,112.02,396.92,25.72,55.0
2022-05-20,87.95,42.8,64.3,52.96,112.42,389.63,25.5,53.9
2022-05-19,87.7,42.94,63.88,52.66,111.87,389.46,25.45,53.7
2022-05-18,87.62,42.38,63.62,52.1,111.57,391.86,25.5,53.85
2022-05-17,90.65,42.56,64.03,53.34,111.16,408.32,26.19,56.0
2022-05-16,88.85,42.49,63.7,52.31,111.8,400.09,25.87,54.45
2022-05-13,89.14,42.33,64.1,52.29,111.65,401.72,25.93,54.5
2022-05-12,86.85,42.41,64.04,50.91,112.24,392.34,25.29,52.1
2022-05-11,86.97,42.49,64.0,51.07,112.19,392.75,25.12,52.3
2022-05-10,88.07,42.27,63.79,51.37,111.67,399.09,25.18,52.85
2022-05-09,87.76,42.25,63.52,51.12,111.2,398.17,25.49,52.15
2022-05-06,90.63,42.16,64.07,52.66,110.81,411.34,26.54,54.6
2022-05-05,91.54,42.45,64.89,53.22,111.76,413.81,26.97,55.55
2022-05-04,94.77,43.11,65.75,55.02,113.5,429.06,27.67,57.75
2022-05-03,92.59,42.7,64.75,54.15,112.4,416.38,27.37,56.75
2022-05-02,92.03,42.68,64.42,53.74,111.68,414.48,27.19,56.55
2022-04-29,91.73,42.92,65.06,53.86,112.6,412.0,27.7,56.35
2022-04-28,94.2,43.06,66.13,54.34,113.86,427.81,28.91,57.35
2022-04-27,92.27,43.4,65.95,53.54,113.52,417.27,28.55,56.35
2022-04-26,91.92,43.77,66.28,53.19,114.62,416.1,28.66,56.45
2022-04-25,94.53,43.79,66.55,54.55,114.68,428.51,29.1,59.45
2022-04-22,94.38,43.85,65.88,54.91,113.42,426.04,29.15,60.0
2022-04-21,96.55,44.18,66.51,55.74,113.55,438.06,29.59,61.5
2022-04-20,98.07,44.52,67.11,56.5,114.77,444.71,29.81,63.25
2022-04-19,97.98,43.99,66.76,56.3,113.59,445.04,29.48,62.7
2022-04-18,96.95,44.355,66.95,56.14,114.5,437.97,29.01,62.1
2022-04-15,,,,,,,,
2022-04-14,97.11,44.58,67.0,56.43,115.38,437.79,29.14,62.5
2022-04-13,98.14,44.9,67.58,56.79,116.74,443.31,29.25,62.85
2022-04-12,96.97,44.7,67.4,56.17,116.14,438.29,28.99,61.6
2022-04-11,97.51,44.79,67.23,56.51,116.06,439.92,29.02,62.15
2022-04-08,98.92,45.09,67.93,57.14,117.2,447.57,29.3,62.85
2022-04-07,99.01,45.21,68.6,57.1,118.13,448.77,29.33,62.95
2022-04-06,98.8,45.41,68.91,57.14,118.68,446.52,29.53,63.0
2022-04-05,99.95,45.62,69.05,57.82,119.38,451.03,29.33,64.5
2022-04-04,101.4,46.2,70.12,58.65,121.51,456.8,29.49,65.7
2022-04-01,100.43,46.3,69.93,58.19,121.09,452.92,29.7,65.3
2022-03-31,99.78,46.45,69.86,57.59,120.94,451.64,29.21,64.45
2022-03-30,101.41,46.44,69.86,58.5,121.22,458.7,29.6,64.75
2022-03-29,101.98,46.19,70.13,58.69,120.94,461.55,29.83,65.9
2022-03-28,100.37,45.96,69.45,57.6,119.93,455.91,29.03,63.4
2022-03-25,99.98,46.11,68.68,57.7,119.27,452.69,28.8,63.6
2022-03-24,99.79,46.3,68.86,57.71,120.22,450.49,28.47,63.65
2022-03-23,98.65,46.54,68.72,57.33,120.17,443.8,28.42,63.75
2022-03-22,99.77,46.44,68.59,57.96,119.83,449.59,28.81,65.05
2022-03-21,98.58,46.57,68.64,57.31,120.12,444.39,28.58,64.2
2022-03-18,98.93,46.98,69.81,57.86,121.81,444.52,28.81,65.65
2022-03-17,97.85,47.03,69.99,57.22,121.57,441.07,28.62,64.55
2022-03-16,96.86,46.88,69.68,56.94,120.39,435.62,28.37,63.95
2022-03-15,93.69,46.62,68.56,54.53,119.37,426.17,27.96,60.7
2022-03-14,92.25,46.41,68.11,54.18,118.44,417.0,27.83,60.4
2022-03-11,92.85,46.9,68.4,54.22,120.18,420.07,27.95,60.95
2022-03-10,94.15,47.11,68.98,54.91,120.23,425.48,28.19,61.1
2022-03-09,94.9,47.55,69.01,55.61,121.62,427.41,28.15,61.85
2022-03-08,92.11,47.27,68.31,53.71,121.41,416.25,27.62,58.75
2022-03-07,92.22,47.56,67.86,53.45,122.14,419.43,27.65,58.1
2022-03-04,95.18,48.02,68.14,55.26,123.64,432.17,28.23,60.7
2022-03-03,96.61,48.02,69.56,56.51,123.52,435.71,28.2,63.05
2022-03-02,97.6,48.16,69.7,57.44,123.07,437.89,28.04,65.35
2022-03-01,96.22,48.64,69.7,56.93,124.97,429.98,27.66,63.725
2022-02-28,97.88,48.29,71.15,57.98,124.8,436.63,27.93,65.45
2022-02-25,98.57,48.1,71.75,58.8,123.48,437.75,28.28,66.05
2022-02-24,96.43,47.96,71.02,57.48,122.98,428.3,27.59,64.1
2022-02-23,96.03,48.13,71.57,58.36,122.4,421.95,27.43,64.35
2022-02-22,97.41,48.33,72.62,58.87,123.52,429.57,27.75,65.25
2022-02-21,,,,,,,,
2022-02-18,98.55,48.38,73.53,59.61,123.68,434.23,27.9,66.75
2022-02-17,99.29,48.44,73.43,59.98,123.38,437.06,28.06,67.15
2022-02-16,101.25,48.45,73.72,60.81,123.29,446.6,28.18,69.45
2022-02-15,101.02,48.24,73.48,60.57,123.11,446.1,27.92,69.65
2022-02-14,99.28,48.03,73.33,59.46,123.73,439.02,27.68,68.05
2022-02-11,99.65,48.54,73.03,59.85,124.84,440.46,27.9,68.65
2022-02-10,101.58,48.42,73.45,60.65,123.92,449.32,28.17,70.25
2022-02-09,103.07,48.81,74.39,61.34,125.63,457.54,28.6,71.55
2022-02-08,101.47,48.65,74.06,60.41,125.21,450.94,28.02,69.7
2022-02-07,100.69,48.94,74.32,60.02,125.68,447.26,28.14,70.05
2022-02-04,100.89,49.03,74.43,59.94,125.45,448.7,28.27,70.15
2022-02-03,100.44,49.24,74.89,59.83,126.71,446.6,28.5,70.2
2022-02-02,102.4,49.28,75.34,60.67,127.74,457.35,28.83,72.05
2022-02-01,101.75,49.17,75.02,60.36,127.73,452.95,28.52,71.55
2022-01-31,100.97,48.98,75.08,59.81,127.76,449.91,28.64,70.65
2022-01-28,98.93,48.78,75.06,58.63,127.7,441.95,28.25,68.05
2022-01-27,97.37,48.83,74.88,58.48,127.56,431.24,27.67,67.45
2022-01-26,97.87,49.12,74.44,58.81,127.27,433.38,27.96,67.75
2022-01-25,98.36,49.55,74.89,59.19,128.14,434.47,28.3,67.95
2022-01-24,99.36,49.63,74.75,59.44,128.5,439.84,28.36,68.2
2022-01-21,99.52,49.75,75.24,60.11,128.9,437.98,28.48,69.95
2022-01-20,101.24,49.52,74.99,60.98,128.06,446.75,28.48,71.55
2022-01-19,102.04,49.63,74.61,61.15,128.13,451.75,29.0,72.0
2022-01-18,102.66,49.38,74.25,61.1,127.93,456.49,29.27,72.35
2022-01-17,,,,,,,,
2022-01-14,104.47,50.01,74.92,62.01,129.16,464.72,29.57,73.9
2022-01-13,104.44,50.38,75.51,62.04,130.31,464.53,29.73,74.8
2022-01-12,105.86,50.26,75.67,62.56,129.9,471.02,29.74,76.175
2022-01-11,105.22,49.83,75.73,61.88,129.99,469.75,29.68,75.3
2022-01-10,103.98,49.66,75.68,60.94,129.6,465.51,29.6,73.6
2022-01-07,104.28,49.7,75.79,61.34,129.72,466.09,29.72,74.85
2022-01-06,104.3,49.47,76.0,61.07,130.28,467.94,29.9,75.1
2022-01-05,104.52,49.74,76.06,61.21,130.45,468.38,29.93,75.7
2022-01-04,106.25,49.8,76.97,61.81,131.22,477.55,30.48,77.95
2022-01-03,106.34,49.76,76.89,61.68,131.11,477.71,30.43,77.45
2021-12-31,105.78,50.29,77.66,61.28,132.52,474.96,30.61,77.3
2021-12-30,105.95,50.11,77.84,61.39,132.72,476.16,30.52,77.0
2021-12-29,106.15,50.17,77.52,61.28,132.19,477.48,30.38,76.65
2021-12-28,106.14,50.24,77.56,61.38,132.92,476.87,30.19,77.45
2021-12-27,106.25,50.25,77.48,61.4,133.09,477.26,30.12,77.8
2021-12-24,,,,,,,,
2021-12-23,105.1,50.35,77.31,61.03,132.7,470.6,29.71,76.9
2021-12-22,104.43,50.44,77.44,60.65,132.9,467.69,29.69,76.0
2021-12-21,103.46,50.27,77.32,60.17,132.69,463.06,29.45,74.35
2021-12-20,101.8,50.47,77.21,59.38,132.43,454.98,29.14,73.25
2021-12-17,102.77,50.53,77.51,60.61,133.01,459.87,29.4,76.45
2021-12-16,103.79,50.77,77.61,61.28,132.7,466.45,29.35,77.04
2021-12-15,104.29,50.87,77.52,61.21,132.96,470.6,29.49,77.575
2021-12-14,103.01,50.72,77.81,60.71,132.79,463.36,29.1,76.7
2021-12-13,103.57,50.89,77.95,60.95,133.39,466.57,29.37,77.5505
2021-12-10,105.63,50.98,77.61,61.66,132.79,470.74,29.61,78.975
2021-12-09,105.06,50.95,77.6,61.57,132.64,466.35,29.59,79.1
2021-12-08,105.9,50.97,77.61,62.01,132.75,469.52,29.87,79.8
2021-12-07,105.6,50.83,77.75,61.89,133.64,468.28,29.71,79.95
2021-12-06,103.36,50.8,77.47,60.7,133.58,458.79,29.4,77.7
2021-12-03,102.33,50.92,77.27,60.17,134.26,453.42,28.9,77.3
2021-12-02,103.21,50.8,77.22,60.57,133.15,457.4,28.98,78.6
2021-12-01,101.74,50.88,76.77,59.76,132.84,450.5,28.32,77.4
2021-11-30,102.88,50.87,76.53,59.94,133.06,455.56,28.81,78.55
2021-11-29,104.3,50.64,76.48,60.42,132.77,464.6,29.3,79.65
2021-11-26,103.37,50.63,75.86,60.15,132.68,458.97,29.14,78.55
2021-11-25,,,,,,,,
2021-11-24,105.95,49.98,76.71,61.93,131.61,469.44,29.85,80.2
2021-11-23,105.91,50.07,76.56,62.21,130.98,468.19,29.58,80.4
2021-11-22,105.94,50.33,77.1,62.24,131.92,467.57,29.38,81.35
2021-11-19,106.58,50.79,77.78,62.63,133.08,468.89,29.52,82.15
2021-11-18,106.96,50.88,77.78,63.03,132.58,469.73,29.74,82.8
2021-11-17,106.93,50.65,77.59,63.17,132.28,468.14,29.66,83.0
2021-11-16,107.23,50.5,77.47,63.35,131.75,469.28,29.56,83.05
