Exchange Date,ACWI.World.Equities,IGOV.World.Debt,VWOB.EmergingMarkets.Debt,VEU.World.Equities,LQD.US.Debt,SPY.US.Equities,REET.World.Alternative,PSP.World.PrivateEquity
2018-05-29,71.8,48.9,76.48,53.17,115.99,269.02,25.12,60.0
2018-05-28,,,,,,,,
2018-05-25,72.91,49.18,76.79,54.25,115.38,272.15,25.15,61.3
2018-05-24,73.12,49.25,76.44,54.45,115.04,272.8,25.13,61.55
2018-05-23,73.39,49.06,76.16,54.72,114.72,273.36,25.12,61.85
2018-05-22,73.54,49.04,75.92,55.15,114.23,272.61,24.88,62.35
2018-05-21,73.62,49.17,75.62,55.16,114.35,273.37,24.87,62.2
2018-05-18,73.15,49.03,75.69,54.8,114.28,271.33,24.59,61.6
2018-05-17,73.4,49.09,75.62,55.08,113.81,272.01,24.6267,61.7
2018-05-16,73.49,49.27,75.99,55.21,114.03,272.24,24.7,61.55
2018-05-15,73.16,49.23,75.8854,54.93,114.18,271.1,24.78,61.25
2018-05-14,73.8,49.77,76.27,55.49,115.05,272.98,25.21,61.5
2018-05-11,73.69,49.89,76.45,55.4,115.26,272.85,25.35,61.75
2018-05-10,73.53,49.84,76.12,55.29,115.06,272.02,25.4,61.5
2018-05-09,72.79,49.61,75.4,54.77,114.48,269.5,25.23,61.4085
2018-05-08,72.37,49.59,75.73,54.62,114.5,266.92,25.11,61.15
2018-05-07,72.34,49.89,75.95,54.58,114.54,266.92,25.24,61.25
2018-05-04,72.22,49.97,76.22,54.65,114.67,266.02,25.0492,61.0
2018-05-03,71.62,50.12,76.17,54.45,114.51,262.62,24.92,60.55
2018-05-02,71.61,49.81,76.14,54.37,114.49,263.2,24.84,60.4
2018-05-01,71.91,50.05,76.62,54.48,114.58,264.98,24.98,60.5
2018-04-30,71.99,50.34,76.97,54.68,115.22,264.51,24.8,61.0
2018-04-27,72.41,50.51,77.21,54.88,115.32,266.56,24.82,61.05
2018-04-26,72.26,50.42,77.08,54.76,115.06,266.31,24.54,60.8195
2018-04-25,71.68,50.43,77.01,54.33,114.72,263.63,24.2,60.3
2018-04-24,71.67,50.82,77.21,54.48,115.08,262.98,24.27,60.75
2018-04-23,72.36,50.67,77.2,54.72,115.42,266.57,24.19,61.175
2018-04-20,72.46,51.06,77.41,54.89,115.47,266.61,24.3,61.35
2018-04-19,73.03,51.34,77.6,55.17,115.94,268.89,24.49,61.55
2018-04-18,73.34,51.7,77.92,55.45,116.38,270.39,24.78,61.75
2018-04-17,73.1,51.8,78.02,55.15,116.98,270.19,24.82,61.65
2018-04-16,72.57,51.72,78.04,54.9,116.97,267.33,24.58,61.15
2018-04-13,72.22,51.61,78.05,54.78,116.96,265.15,24.48,60.9
2018-04-12,72.38,51.6,78.04,54.9,116.92,265.93,24.41,61.2
2018-04-11,71.98,51.73,77.97,54.76,117.24,263.76,24.569,60.85
2018-04-10,72.3,51.7,77.95,54.9,117.16,265.15,24.58,60.85
2018-04-09,71.19,51.65,78.13,54.24,117.13,261.0,24.5,60.1
2018-04-06,70.82,51.4,78.15,53.88,117.07,259.72,24.465,59.7
2018-04-05,72.02,51.24,78.05,54.43,116.72,265.64,24.63,60.2
2018-04-04,71.51,51.56,78.16,54.07,116.68,263.56,24.73,59.65
2018-04-03,71.01,51.51,77.99,53.98,116.68,260.77,24.5,59.8
2018-04-02,70.26,51.72,78.03,53.53,116.99,257.47,24.22,59.55
2018-03-29,71.7,51.61,78.45,54.37,117.39,263.15,24.56,60.2
2018-03-28,70.75,51.52,78.08,53.74,116.86,259.83,24.43,59.95
2018-03-27,70.7,52.02,77.93,53.59,116.55,260.6,24.0,59.95
2018-03-26,71.73,52.07,77.76,54.16,116.13,265.11,24.03,60.7
2018-03-23,70.09,51.75,77.55,53.22,115.72,258.05,23.75,59.65
2018-03-22,71.31,51.6,77.81,53.85,116.09,263.67,24.03,60.6
2018-03-21,73.04,51.5,77.91,55.05,115.89,270.43,24.56,61.8
2018-03-20,72.97,51.23,77.7,54.88,115.96,270.95,24.61,61.775
2018-03-19,72.87,51.46,77.85,54.76,116.37,270.49,24.7,61.55
2018-03-16,73.65,51.31,78.11,55.22,116.76,274.2,24.77,63.35
2018-03-15,73.68,51.38,78.05,55.33,116.63,275.0,24.68,63.4
2018-03-14,73.71,51.48,78.08,55.39,116.51,275.3,24.73,63.55
2018-03-13,73.86,51.4,77.97,55.27,116.25,276.72,24.63,63.4
2018-03-12,74.36,51.25,78.11,55.67,116.24,278.52,24.7061,64.0
2018-03-09,74.33,51.11,78.1,55.59,116.09,278.87,24.69,64.15
2018-03-08,73.38,51.2,77.95,55.05,116.5,274.1,24.55,63.35
2018-03-07,73.11,51.37,78.02,54.93,116.27,272.78,24.55,63.3
2018-03-06,73.16,51.33,77.97,55.0,116.31,272.88,24.37,63.3
2018-03-05,72.78,51.17,78.03,54.59,116.21,272.19,24.32,62.95
2018-03-02,72.21,51.2,78.09,54.37,116.25,269.08,24.13,62.35
2018-03-01,71.88,51.15,77.95,54.16,116.62,267.7,24.02,62.4
2018-02-28,72.79,50.83,78.32,54.77,117.07,271.65,24.0,63.0
2018-02-27,73.64,50.8,78.4,55.42,116.85,274.43,24.1,63.5
2018-02-26,74.78,51.13,78.71,56.38,117.36,277.9,24.59,64.4
2018-02-23,73.99,51.075,78.37,55.94,117.21,274.71,24.49,64.029
2018-02-22,73.08,50.95,77.97,55.32,116.67,270.4,24.14,63.7
2018-02-21,72.93,50.8,77.94,55.14,116.51,270.05,23.94,63.5
2018-02-20,73.25,51.04,78.14,55.33,117.15,271.4,24.31,63.45
2018-02-19,,,,,,,,
2018-02-16,73.87,51.43,78.41,55.85,117.65,273.11,24.53,63.8
2018-02-15,73.79,51.61,78.25,55.78,117.3,273.03,24.34,63.75
2018-02-14,72.97,51.31,77.8,55.24,116.75,269.59,24.15,63.6
2018-02-13,71.75,50.96,78.0,54.23,117.18,266.0,24.17,62.45
2018-02-12,71.62,50.67,78.17,54.2,117.22,265.34,24.07,62.05
2018-02-09,70.64,50.57,77.94,53.46,117.22,261.5,23.96,61.25
2018-02-08,69.83,50.57,78.21,52.99,117.6,257.63,23.55,61.35
2018-02-07,72.2,50.58,78.71,54.45,118.11,267.67,24.13,63.275
2018-02-06,73.05,50.84,78.86,55.47,118.44,269.13,24.32,63.15
2018-02-05,71.53,51.11,78.72,54.34,118.68,263.93,24.15,62.549
2018-02-02,74.49,51.09,79.13,56.47,118.61,275.45,24.95,65.65
2018-02-01,76.15,51.25,79.58,57.79,119.22,281.58,25.3,67.1
2018-01-31,76.2,51.2,79.9,57.84,120.07,281.9,25.69,66.65
2018-01-30,76.12,51.19,79.84,57.73,119.82,281.76,25.33,66.45
2018-01-29,76.87,51.28,79.91,58.26,120.23,284.68,25.51,66.95
2018-01-26,77.54,51.46,80.26,58.89,120.55,286.58,25.85,67.6
2018-01-25,76.71,51.39,80.1,58.34,120.71,283.3,25.81,67.1
2018-01-24,76.78,51.41,79.99,58.55,120.1,283.18,25.88,67.25
2018-01-23,76.71,50.99,80.12,58.3,120.18,283.29,25.89,66.7
2018-01-22,76.47,50.68,79.9,58.08,119.66,282.69,25.63,66.35
2018-01-19,75.92,50.69,79.83,57.75,119.77,280.41,25.42,65.75
2018-01-18,75.56,50.71,80.0,57.5,120.14,279.14,25.34,65.45
2018-01-17,75.66,50.66,80.18,57.56,120.61,279.61,25.5,65.65
2018-01-16,75.07,50.77,80.12,57.13,120.94,276.97,25.29,65.4
2018-01-15,,,,,,,,
2018-01-12,75.2,50.48,80.23,57.17,120.83,277.92,25.28,65.55
2018-01-11,74.63,49.98,80.22,56.64,120.81,276.12,25.32,64.675
2018-01-10,74.12,49.71,80.05,56.29,120.52,274.12,25.3893,64.25
2018-01-09,74.29,49.66,80.27,56.46,120.44,274.54,25.67,64.35
2018-01-08,74.2,49.78,80.42,56.44,120.88,273.92,25.82,64.3
2018-01-05,74.13,49.96,80.61,56.43,120.89,273.42,25.78,64.2
2018-01-04,73.65,50.04,80.5,56.1,120.93,271.61,25.73,63.8
2018-01-03,73.14,49.92,80.49,55.66,120.97,270.47,26.09,63.35
2018-01-02,72.77,49.94,80.41,55.31,120.75,268.77,26.05,63.1
2017-12-29,72.09,49.92,80.27,54.72,121.56,266.86,26.09,62.25
2017-12-28,72.16,49.64,80.12,54.65,121.4,267.87,26.09,62.2
2017-12-27,72.0,49.66,80.24,54.5,121.48,267.32,25.97,62.25
2017-12-26,71.92,49.47,80.16,54.38,120.81,267.19,25.84,61.9
2017-12-22,72.0,49.35,80.39,54.37,120.65,267.51,25.74,61.975
2017-12-21,71.92,49.34,80.29,54.21,120.56,267.58,25.64,62.15
2017-12-20,71.68,49.43,80.27,54.43,120.49,267.03,25.97,61.4
2017-12-19,71.73,49.46,80.33,54.46,120.81,267.17,26.21,61.25
2017-12-18,72.63,49.52,80.43,54.63,121.43,268.2,26.58,61.35
2017-12-15,71.97,49.4,80.47,54.0,121.79,266.51,26.39,62.3
2017-12-14,71.68,49.61,80.34,54.02,121.62,265.66,26.25,62.55
2017-12-13,72.05,49.68,80.29,54.29,121.4,266.75,26.28,62.6
2017-12-12,71.88,49.23,80.09,54.01,120.98,266.78,26.17,62.35
2017-12-11,71.88,49.42,80.13,54.03,121.07,266.31,25.99,62.45
2017-12-08,71.61,49.38,80.16,53.88,120.98,265.51,26.03,62.35
2017-12-07,71.2,49.49,80.23,53.51,121.13,264.07,25.89,61.9
2017-12-06,71.01,49.6,80.38,53.4,121.37,263.24,25.84,61.6
2017-12-05,71.15,49.65,80.35,53.7,121.14,263.19,25.88,61.8
2017-12-04,71.36,49.65,80.14,53.77,120.91,264.14,26.04,62.4
2017-12-01,71.54,49.82,80.2,53.93,120.72,264.46,26.1,62.45
2017-11-30,71.72,49.55,80.24,54.08,120.67,265.01,26.03,62.6
2017-11-29,71.38,49.62,80.35,54.13,120.81,262.71,25.96,62.7
2017-11-28,71.65,49.67,80.6,54.46,121.29,262.87,25.96,62.9
2017-11-27,71.09,49.9,80.48,54.16,121.12,260.23,26.0335,62.75
2017-11-24,71.35,49.79,80.38,54.56,121.19,260.36,26.1,63.1725
2017-11-23,,,,,,,,
2017-11-22,71.15,49.74,80.5,54.3,121.33,259.76,26.05,63.0
2017-11-21,71.06,49.28,80.17,54.13,120.86,259.99,26.03,62.6
2017-11-20,70.52,49.15,80.07,53.68,120.46,258.3,25.92,62.4195
2017-11-17,70.38,49.27,80.1,53.57,120.46,257.86,25.96,62.2
2017-11-16,70.49,49.16,80.03,53.65,120.31,258.62,25.95,62.2
2017-11-15,69.79,49.26,79.82,53.06,120.45,256.44,25.77,61.6
2017-11-14,70.14,49.1,79.66,53.36,119.94,257.73,25.9,62.05
2017-11-13,70.28,48.75,79.77,53.44,119.91,258.33,25.91,61.7
2017-11-10,70.38,48.78,79.61,53.66,119.89,258.09,25.86,62.65
2017-11-09,70.5,48.86,79.64,53.8,120.58,258.17,25.88,62.8
2017-11-08,70.84,48.71,79.88,54.1,120.9,259.11,25.83,63.599
2017-11-07,70.7,48.85,79.8,53.91,121.06,258.67,25.6981,63.5
2017-11-06,70.79,48.9,80.09,54.12,121.16,258.85,25.53,63.85
2017-11-03,70.59,48.63,80.4,53.92,121.13,258.45,25.4423,63.9
2017-11-02,70.52,48.81,80.76,54.04,120.99,257.59,25.5,63.375
2017-11-01,70.42,48.6,80.63,53.87,121.01,257.49,25.34,63.8
2017-10-31,70.3,48.75,80.96,53.74,121.14,257.15,25.31,64.1
2017-10-30,70.08,48.77,80.98,53.51,121.31,256.75,25.2194,63.85
2017-10-27,70.19,48.43,80.67,53.48,120.91,257.71,25.27,63.95
2017-10-26,69.75,48.58,80.37,53.22,120.55,255.62,25.18,63.8
2017-10-25,69.77,48.9,80.68,53.32,120.56,255.29,25.2801,64.1
2017-10-24,70.02,48.83,80.8,53.5,120.88,256.56,25.39,64.0
2017-10-23,69.98,48.97,80.8,53.38,121.18,256.11,25.52,64.2
2017-10-20,70.32,48.96,80.95,53.56,121.06,257.11,25.66,64.5
2017-10-19,70.05,49.38,81.11,53.59,121.39,255.79,25.75,64.25
2017-10-18,70.11,49.23,81.0,53.75,121.21,255.72,25.87,64.7
2017-10-17,70.0,49.33,81.01,53.66,121.39,255.47,25.81,64.4
2017-10-16,70.07,49.37,81.02,53.81,121.41,255.29,25.86,64.8
2017-10-13,70.0,49.42,81.0,53.84,121.58,254.95,25.96,64.65
2017-10-12,69.83,49.26,80.91,53.52,121.1,254.64,25.85,64.6
2017-10-11,69.84,49.32,80.77,53.5,121.07,255.02,25.76,64.5
2017-10-10,69.66,49.09,80.72,53.35,121.13,254.62,25.68,64.25
2017-10-09,69.27,48.89,80.57,52.86,121.05,253.95,25.54,64.0
2017-10-06,69.4,48.71,80.72,52.9,120.95,254.37,25.53,64.05
2017-10-05,69.49,48.82,80.75,52.94,121.05,254.66,25.62,63.85
2017-10-04,69.22,49.0499,80.79,52.96,121.22,253.16,25.58,63.8
2017-10-03,69.17,48.93,80.82,52.99,121.29,252.86,25.54,63.5695
2017-10-02,68.9,48.97,80.83,52.71,121.02,252.32,25.55,63.45
2017-09-29,68.82,49.25,81.15,52.71,121.23,251.23,25.59,63.35
2017-09-28,68.44,49.08,80.92,52.37,121.12,250.35,25.52,62.9
2017-09-27,68.36,49.01,80.78,52.28,120.94,250.05,25.37,62.5
2017-09-26,68.26,49.38,81.11,52.31,121.41,249.08,25.64,62.35
2017-09-25,68.4,49.64,81.04,52.44,121.43,248.93,25.78,62.75
2017-09-22,68.69,49.74,81.05,52.84,120.98,249.44,25.73,63.1
2017-09-21,68.68,49.64,80.92,52.77,120.82,249.39,25.82,62.85
2017-09-20,68.87,49.5,80.84,52.86,120.82,250.06,25.95,62.9
2017-09-19,68.84,50.005,81.17,53.23,120.97,249.97,25.99,62.7
2017-09-18,68.7,49.85,81.21,53.05,120.9,249.72,26.16,62.25
2017-09-15,68.57,49.94,81.37,52.95,121.02,249.19,26.27,64.15
2017-09-14,68.44,49.82,81.29,52.86,120.92,250.09,26.23,63.75
2017-09-13,68.41,49.77,81.24,52.72,120.62,250.17,26.05,63.3
2017-09-12,68.59,50.08,81.26,52.97,120.74,250.05,26.17,63.575
2017-09-11,68.31,50.31,81.4,52.89,120.87,249.21,26.38,63.15
2017-09-08,67.69,50.78,81.45,52.49,121.24,246.58,26.22,62.35
2017-09-07,67.76,50.69,81.4,52.51,121.6,246.87,26.2,62.25
2017-09-06,67.5,50.15,81.25,52.13,121.13,246.9,26.03,62.2
2017-09-05,67.19,50.16,81.36,51.78,121.56,246.06,25.91,62.15
2017-09-04,,,,,,,,
2017-09-01,67.71,49.91,81.1,52.2,120.81,247.84,25.96,63.0
2017-08-31,67.55,49.9,81.58,52.05,121.61,247.49,25.89,62.8
2017-08-30,67.14,49.82,81.35,51.63,121.4,246.01,25.73,62.425
2017-08-29,66.94,50.125,81.12,51.73,121.3,244.85,25.65,62.275
2017-08-28,66.99,50.155,81.07,51.9,121.21,244.57,25.64,62.7
2017-08-25,67.05,49.98,81.06,51.93,121.21,244.56,25.77,62.65
2017-08-24,66.79,49.605,80.99,51.58,120.93,243.99,25.69,62.3
2017-08-23,66.83,49.69,80.87,51.64,121.16,244.56,25.82,62.4
2017-08-22,66.94,49.44,80.67,51.55,120.7,245.44,25.65,62.6
2017-08-21,66.4,49.76,80.77,51.28,120.82,242.9,25.73,62.35
2017-08-18,66.34,49.53,80.69,51.21,120.65,242.71,25.55,62.25
2017-08-17,66.28,49.355,80.54,51.06,120.73,243.09,25.62,62.375
2017-08-16,67.16,49.315,80.48,51.61,120.61,246.94,25.79,63.2
2017-08-15,66.85,49.23,80.4,51.27,120.27,246.51,25.66,63.05
2017-08-14,66.94,49.445,80.45,51.35,120.41,246.54,25.73,63.15
2017-08-11,66.35,49.62,80.19,50.93,120.49,244.12,25.39,62.6
2017-08-10,66.34,49.54,80.14,50.94,120.27,243.76,25.52,62.9
2017-08-09,67.32,49.265,80.4,51.76,120.31,247.25,25.69,64.15
2017-08-08,67.4,49.185,80.44,51.93,120.19,247.26,25.74,64.3
2017-08-07,67.59,49.24,80.47,52.17,120.77,247.87,25.85,64.65
2017-08-04,67.53,49.215,80.38,52.07,120.74,247.41,25.89,64.7
2017-08-03,67.4,49.615,80.49,51.98,121.21,246.96,25.85,64.65
2017-08-02,67.54,49.47,80.31,52.07,121.04,247.44,25.88,64.75
2017-08-01,67.5,49.355,80.23,52.03,121.23,247.32,26.04,64.45
2017-07-31,67.28,49.365,80.42,51.72,121.11,246.77,25.96,64.25
2017-07-28,67.2,49.08,80.39,51.64,121.11,246.91,25.93,64.0
2017-07-27,67.27,48.88,80.36,51.61,120.79,247.2,25.94,63.8
2017-07-26,67.4,48.9,80.57,51.74,121.09,247.43,25.93,64.0
2017-07-25,67.2,48.63,80.16,51.48,120.69,247.42,25.79,63.8
2017-07-24,67.06,48.855,80.29,51.43,121.41,246.82,25.74,63.65
2017-07-21,67.11,48.925,80.46,51.47,121.55,246.88,25.77,63.8
2017-07-20,67.2,48.59,80.38,51.64,121.27,247.1,25.75,63.6
2017-07-19,67.13,48.36,80.34,51.48,121.16,246.99,25.84,63.6
2017-07-18,66.76,48.31,80.23,51.23,121.2,245.66,25.66,63.35
2017-07-17,66.64,47.955,80.09,51.13,120.68,245.53,25.52,63.55
2017-07-14,66.72,47.925,79.98,51.27,120.57,245.56,25.37,63.5
2017-07-13,66.33,47.65,79.77,50.86,120.29,244.42,25.15,63.0
2017-07-12,66.18,47.645,79.79,50.66,120.5,244.01,25.07,62.7
2017-07-11,65.6,47.555,79.38,50.15,119.97,242.19,24.85,62.35
2017-07-10,65.5,47.425,79.42,49.97,119.92,242.37,24.94,62.35
2017-07-07,65.34,47.33,79.1,49.8,119.72,242.11,25.11,62.15
2017-07-06,65.09,47.45,79.13,49.75,119.82,240.55,25.03,61.8
2017-07-05,65.58,47.525,79.36,50.02,120.13,242.77,25.35,62.25
2017-07-04,,,,,,,,
2017-07-03,65.57,47.58,79.69,50.08,119.93,242.21,25.66,62.4
2017-06-30,65.49,47.84,80.1,50.03,120.51,241.8,25.46,62.35
2017-06-29,65.33,47.965,80.0,49.94,120.61,241.35,25.55,62.15
2017-06-28,65.93,47.935,80.38,50.47,120.98,243.49,25.78,62.3
2017-06-27,65.42,47.705,80.33,50.03,120.85,241.33,25.71,61.7
2017-06-26,65.7,47.59,80.58,50.09,121.4,243.29,25.89,61.8
2017-06-23,65.54,47.615,80.5,49.96,121.18,243.13,25.79,61.85
2017-06-22,65.43,47.585,80.29,49.84,121.12,242.84,25.68,61.6
2017-06-21,65.44,47.595,80.14,49.73,121.02,242.95,25.67,61.55
2017-06-20,65.41,47.41,80.26,50.25,120.96,243.01,25.76,61.7
2017-06-19,66.66,47.395,80.42,50.76,120.69,244.66,26.15,62.2
2017-06-16,66.27,47.635,80.66,50.55,120.84,242.64,26.2,61.95
2017-06-15,66.03,47.535,80.72,50.17,120.74,243.77,26.16,62.95
2017-06-14,66.39,48.01,81.03,50.7,121.03,244.24,26.16,63.55
2017-06-13,66.48,47.825,80.59,50.73,120.21,244.55,26.1,63.55
2017-06-12,66.11,47.79,80.67,50.32,120.08,243.36,25.98,63.05
2017-06-09,66.23,47.58,80.57,50.51,120.05,243.41,25.75,63.35
2017-06-08,66.46,47.71,80.63,50.7,120.17,243.78,25.73,63.5
2017-06-07,66.41,47.82,80.7,50.75,120.38,243.66,25.8,63.75
2017-06-06,66.37,47.9,80.91,50.8,120.53,243.21,25.62,63.5
2017-06-05,66.54,47.66,80.78,50.92,120.18,243.99,25.73,63.8
2017-06-02,66.61,47.79,80.87,51.09,120.52,244.17,25.83,64.05
2017-06-01,66.24,47.485,80.52,50.66,119.96,243.36,25.63,63.9
2017-05-31,65.7,47.555,80.74,50.32,120.25,241.44,25.47,63.0
2017-05-30,65.8,47.525,80.66,50.33,120.11,241.5,25.44,63.15
2017-05-29,,,,,,,,
2017-05-26,65.83,47.33,80.66,50.41,119.83,241.71,25.48,63.0
2017-05-25,65.87,47.425,80.48,50.48,119.74,241.76,25.63,63.2
2017-05-24,65.67,47.375,80.58,50.47,119.69,240.61,25.65,62.85
2017-05-23,65.54,47.225,80.31,50.36,119.5,240.05,25.49,62.6
2017-05-22,65.51,47.39,80.2444,50.37,119.87,239.52,25.48,62.4
2017-05-19,65.25,47.36,80.28,50.28,119.97,238.31,25.42,61.85
2017-05-18,64.58,47.175,80.25,49.6,119.9,236.77,25.27,61.25
2017-05-17,64.5,47.17,80.49,49.76,119.92,235.82,25.16,61.35
2017-05-16,65.49,46.59,80.45,50.36,119.19,240.08,25.16,62.55
2017-05-15,65.37,46.285,80.4,50.16,119.02,240.3,25.25,62.25
2017-05-12,65.01,46.26,80.34,49.84,119.03,238.98,25.18,61.925
2017-05-11,64.93,45.885,80.08,49.59,118.43,239.38,25.25,61.95
2017-05-10,65.02,45.96,80.01,49.64,118.37,239.87,25.32,62.05
2017-05-09,64.87,45.985,79.72,49.54,118.21,239.44,25.19,62.0
2017-05-08,64.89,46.215,79.93,49.52,118.19,239.66,25.27,61.9
2017-05-05,65.02,46.555,79.89,49.78,118.4,239.7,25.39,62.3
2017-05-04,64.59,46.405,79.97,49.3,118.36,238.76,25.24,61.85
2017-05-03,64.45,46.315,80.34,49.1,118.59,238.48,25.36,61.8
2017-05-02,64.64,46.495,80.25,49.27,118.65,238.77,25.64,62.3
2017-05-01,64.45,46.37,80.13,48.96,118.3,238.68,25.61,61.55
2017-04-28,64.28,46.505,80.43,48.83,118.99,238.08,25.46,61.4
2017-04-27,64.3,46.41,80.23,48.83,118.85,238.6,25.65,61.4
2017-04-26,64.28,46.555,80.08,48.85,118.74,238.4,25.73,60.95
2017-04-25,64.41,46.45,80.22,49.01,118.45,238.55,25.92,60.65
2017-04-24,63.98,46.585,80.37,48.66,118.92,237.17,25.8408,60.05
2017-04-21,63.02,46.275,80.14,47.66,119.08,234.59,25.98,59.0
2017-04-20,63.11,46.35,80.02,47.64,119.08,235.34,26.05,59.05
2017-04-19,62.61,46.375,80.03,47.21,119.25,233.44,26.03,58.45
2017-04-18,62.77,46.53,80.12,47.45,119.61,233.87,26.13,58.5
2017-04-17,63.08,46.18,80.17,47.79,118.91,234.57,26.05,58.75
2017-04-13,62.59,46.1,79.86,47.39,119.14,232.51,25.83,58.2
2017-04-12,63.01,46.14,79.97,47.73,118.94,234.03,25.88,58.45
2017-04-11,63.16,45.815,79.74,47.67,118.55,235.06,25.81,58.5
2017-04-10,63.08,45.675,79.59,47.52,118.0,235.34,25.6552,58.3
2017-04-07,63.1,45.65,79.49,47.59,117.78,235.2,25.5719,58.1
2017-04-06,63.16,45.77,79.69,47.65,118.07,235.44,25.55,58.15
2017-04-05,63.1,45.915,79.5,47.64,117.96,234.78,25.41,57.85
2017-04-04,63.27,45.77,79.48,47.88,117.81,235.48,25.32,58.425
2017-04-03,63.25,45.85,79.465,47.84,118.12,235.33,25.35,58.15
2017-03-31,63.26,45.7,79.65,47.83,117.91,235.74,25.34,58.45
2017-03-30,63.41,45.675,79.73,47.99,117.79,236.29,25.22,58.3
2017-03-29,63.44,45.98,79.81,48.18,118.1,235.54,25.23,57.95
2017-03-28,63.41,46.025,79.6,48.1,117.72,235.32,25.14,58.35
2017-03-27,63.13,46.205,79.6,47.95,117.97,233.62,25.07,58.425
2017-03-24,63.08,45.92,79.45,47.86,117.72,233.86,25.21,58.6
2017-03-23,63.06,45.835,79.44,47.73,117.6,234.03,25.43,58.7
2017-03-22,63.03,45.88,79.38,47.66,117.68,234.28,25.2899,58.45
2017-03-21,62.91,45.7,79.27,47.69,117.38,233.73,25.24,58.7
2017-03-20,63.52,45.52,79.26,48.0193,117.1044,236.77,25.3564,59.35
2017-03-17,63.51,45.505,79.1,47.98,116.82,237.03,25.39,59.175
2017-03-16,63.54,45.44,78.84,47.95,116.55,238.48,25.28,59.6
2017-03-15,63.41,45.315,78.92,47.65,116.72,238.95,25.23,59.35
2017-03-14,62.66,44.765,78.26,46.88,115.72,236.9,24.7,58.7
2017-03-13,63.02,44.82,78.42,47.23,115.62,237.81,24.78,59.2
2017-03-10,62.78,44.9,78.36,46.93,116.01,237.69,24.74,58.8
2017-03-09,62.44,44.645,78.24,46.55,115.72,236.86,24.82,58.35
2017-03-08,62.4,44.63,78.66,46.5,116.35,236.56,25.08,58.35
2017-03-07,62.61,44.985,79.07,46.74,116.71,237.0,25.45,58.55
2017-03-06,62.76,45.065,79.13,46.85,117.29,237.71,25.59,58.45
2017-03-03,62.94,45.155,79.25,46.96,117.5,238.42,25.69,58.55
2017-03-02,62.79,44.82,78.85,46.71,117.38,238.27,25.65,58.3
2017-03-01,63.19,45.07,79.19,47.1,117.56,239.78,25.9,58.65
2017-02-28,62.42,45.5,79.45,46.59,118.58,236.47,25.96,58.05
2017-02-27,62.63,45.47,79.51,46.73,118.5,237.11,26.08,58.3
2017-02-24,62.58,45.465,79.62,46.76,118.78,236.74,26.01,58.4
2017-02-23,62.74,45.39,79.37,47.17,118.18,236.44,25.945,58.9
2017-02-22,62.71,45.155,79.31,47.1,117.88,236.28,25.8,59.0
2017-02-21,62.69,45.0188,79.5,47.09,117.79,236.49,25.84,59.15
2017-02-20,,,,,,,,
2017-02-17,62.42,45.12,79.15,46.87,117.74,235.09,25.59,59.05
2017-02-16,62.46,45.335,79.21,46.99,117.44,234.72,25.58,59.375
2017-02-15,62.45,44.97,79.14,46.94,117.11,234.92,25.48,59.55
2017-02-14,62.15,44.905,79.16,46.7,117.2,233.7,25.51,59.25
2017-02-13,62.02,45.04,79.34,46.75,117.48,232.77,25.57,59.05
2017-02-10,61.73,45.145,79.18,46.53,117.53,231.51,25.59,58.75
2017-02-09,61.48,45.37,79.12,46.33,117.56,230.6,25.47,58.625
2017-02-08,61.23,45.515,79.24,46.18,118.03,229.24,25.39,58.65
2017-02-07,61.07,45.26,78.96,46.02,117.62,228.94,25.2,58.4
2017-02-06,61.12,45.43,79.01,46.12,117.42,228.93,25.25,58.2
2017-02-03,61.35,45.4,78.88,46.41,117.05,229.34,25.28,58.3
2017-02-02,61.0,45.45,78.63,46.18,116.92,227.77,25.16,57.95
2017-02-01,60.92,45.47,78.46,46.12,116.89,227.62,24.98,58.05
2017-01-31,60.89,45.525,78.64,46.01,117.35,227.53,25.21,57.7
2017-01-30,60.8,45.095,78.31,45.88,117.14,227.55,24.98,57.5
2017-01-27,61.19,45.17,78.74,46.17,117.34,228.97,25.11,57.95
2017-01-26,61.31,45.025,78.29,46.25,117.2,229.33,25.27,58.1
2017-01-25,61.43,45.465,78.12,46.4,117.06,229.57,25.38,57.95
2017-01-24,60.83,45.365,78.29,45.97,117.51,227.6,25.48,57.45
2017-01-23,60.5,45.7,78.7,45.73,117.86,226.15,25.49,57.1
2017-01-20,60.49,45.155,78.2,45.6,117.32,226.74,25.24,56.95
2017-01-19,60.24,45.11,78.13,45.38,117.11,225.91,25.12,56.65
2017-01-18,60.41,45.14,78.26,45.48,117.51,226.75,25.37,56.8
2017-01-17,60.51,45.72,78.76,45.69,118.29,226.25,25.39,56.95
2017-01-16,,,,,,,,
2017-01-13,60.7,45.225,78.49,45.77,117.78,227.05,25.2413,57.075
2017-01-12,60.54,45.23,78.64,45.62,118.02,226.53,25.26,57.0
2017-01-11,60.57,44.995,78.26,45.6,118.03,227.1,25.18,56.95
2017-01-10,60.24,44.805,78.34,45.23,117.85,226.46,25.33,56.7
2017-01-09,60.24,44.855,78.59,45.21,117.92,226.46,25.51,56.9
2017-01-06,60.38,44.625,78.39,45.26,117.69,227.21,25.68,57.1
2017-01-05,60.37,45.1,78.61,45.43,118.31,226.4,25.689,57.15
2017-01-04,60.14,44.565,78.11,45.01,117.68,226.58,25.55,56.75
