sep=;
"Date";"Open(QEURIBOR1MD=)";"High(QEURIBOR1MD=)";"Low(QEURIBOR1MD=)";"Last(QEURIBOR1MD=)"
"21.10.2016";"";"";"";"-0,372"
"20.10.2016";"";"";"";"-0,372"
"19.10.2016";"";"";"";"-0,371"
"18.10.2016";"";"";"";"-0,371"
"17.10.2016";"";"";"";"-0,371"
"14.10.2016";"";"";"";"-0,371"
"13.10.2016";"";"";"";"-0,372"
"12.10.2016";"";"";"";"-0,371"
"11.10.2016";"";"";"";"-0,371"
"10.10.2016";"";"";"";"-0,371"
"07.10.2016";"";"";"";"-0,371"
"06.10.2016";"";"";"";"-0,371"
"05.10.2016";"";"";"";"-0,371"
"04.10.2016";"";"";"";"-0,372"
"03.10.2016";"";"";"";"-0,371"
"30.09.2016";"";"";"";"-0,371"
"29.09.2016";"";"";"";"-0,371"
"28.09.2016";"";"";"";"-0,371"
"27.09.2016";"";"";"";"-0,371"
"26.09.2016";"";"";"";"-0,371"
"23.09.2016";"";"";"";"-0,37"
"22.09.2016";"";"";"";"-0,371"
"21.09.2016";"";"";"";"-0,371"
"20.09.2016";"";"";"";"-0,371"
"19.09.2016";"";"";"";"-0,371"
"16.09.2016";"";"";"";"-0,371"
"15.09.2016";"";"";"";"-0,371"
"14.09.2016";"";"";"";"-0,372"
"13.09.2016";"";"";"";"-0,372"
"12.09.2016";"";"";"";"-0,371"
"09.09.2016";"";"";"";"-0,369"
"08.09.2016";"";"";"";"-0,373"
"07.09.2016";"";"";"";"-0,372"
"06.09.2016";"";"";"";"-0,372"
"05.09.2016";"";"";"";"-0,373"
"02.09.2016";"";"";"";"-0,373"
"01.09.2016";"";"";"";"-0,372"
"31.08.2016";"";"";"";"-0,372"
"30.08.2016";"";"";"";"-0,371"
"29.08.2016";"";"";"";"-0,371"
"26.08.2016";"";"";"";"-0,371"
"25.08.2016";"";"";"";"-0,37"
"24.08.2016";"";"";"";"-0,368"
"23.08.2016";"";"";"";"-0,369"
"22.08.2016";"";"";"";"-0,369"
"19.08.2016";"";"";"";"-0,369"
"18.08.2016";"";"";"";"-0,369"
"17.08.2016";"";"";"";"-0,369"
"16.08.2016";"";"";"";"-0,369"
"15.08.2016";"";"";"";"-0,369"
"12.08.2016";"";"";"";"-0,368"
"11.08.2016";"";"";"";"-0,369"
"10.08.2016";"";"";"";"-0,369"
"09.08.2016";"";"";"";"-0,369"
"08.08.2016";"";"";"";"-0,369"
"05.08.2016";"";"";"";"-0,37"
"04.08.2016";"";"";"";"-0,37"
"03.08.2016";"";"";"";"-0,371"
"02.08.2016";"";"";"";"-0,371"
"01.08.2016";"";"";"";"-0,371"
"29.07.2016";"";"";"";"-0,371"
"28.07.2016";"";"";"";"-0,371"
"27.07.2016";"";"";"";"-0,371"
"26.07.2016";"";"";"";"-0,371"
"25.07.2016";"";"";"";"-0,371"
"22.07.2016";"";"";"";"-0,371"
"21.07.2016";"";"";"";"-0,37"
"20.07.2016";"";"";"";"-0,371"
"19.07.2016";"";"";"";"-0,371"
"18.07.2016";"";"";"";"-0,371"
"15.07.2016";"";"";"";"-0,371"
"14.07.2016";"";"";"";"-0,371"
"13.07.2016";"";"";"";"-0,371"
"12.07.2016";"";"";"";"-0,369"
"11.07.2016";"";"";"";"-0,367"
"08.07.2016";"";"";"";"-0,367"
"07.07.2016";"";"";"";"-0,366"
"06.07.2016";"";"";"";"-0,365"
"05.07.2016";"";"";"";"-0,363"
"04.07.2016";"";"";"";"-0,363"
"01.07.2016";"";"";"";"-0,363"
"30.06.2016";"";"";"";"-0,364"
"29.06.2016";"";"";"";"-0,364"
"28.06.2016";"";"";"";"-0,361"
"27.06.2016";"";"";"";"-0,364"
"24.06.2016";"";"";"";"-0,364"
"23.06.2016";"";"";"";"-0,358"
"22.06.2016";"";"";"";"-0,358"
"21.06.2016";"";"";"";"-0,358"
"20.06.2016";"";"";"";"-0,358"
"17.06.2016";"";"";"";"-0,356"
"16.06.2016";"";"";"";"-0,356"
"15.06.2016";"";"";"";"-0,353"
"14.06.2016";"";"";"";"-0,353"
"13.06.2016";"";"";"";"-0,353"
"10.06.2016";"";"";"";"-0,353"
"09.06.2016";"";"";"";"-0,351"
"08.06.2016";"";"";"";"-0,352"
"07.06.2016";"";"";"";"-0,352"
"06.06.2016";"";"";"";"-0,352"
"03.06.2016";"";"";"";"-0,351"
"02.06.2016";"";"";"";"-0,35"
"01.06.2016";"";"";"";"-0,349"
"31.05.2016";"";"";"";"-0,349"
"30.05.2016";"";"";"";"-0,348"
"27.05.2016";"";"";"";"-0,349"
"26.05.2016";"";"";"";"-0,348"
"25.05.2016";"";"";"";"-0,349"
"24.05.2016";"";"";"";"-0,351"
"23.05.2016";"";"";"";"-0,349"
"20.05.2016";"";"";"";"-0,349"
"19.05.2016";"";"";"";"-0,349"
"18.05.2016";"";"";"";"-0,348"
"17.05.2016";"";"";"";"-0,348"
"16.05.2016";"";"";"";"-0,348"
"13.05.2016";"";"";"";"-0,349"
"12.05.2016";"";"";"";"-0,349"
"11.05.2016";"";"";"";"-0,35"
"10.05.2016";"";"";"";"-0,349"
"09.05.2016";"";"";"";"-0,349"
"06.05.2016";"";"";"";"-0,348"
"05.05.2016";"";"";"";"-0,346"
"04.05.2016";"";"";"";"-0,345"
"03.05.2016";"";"";"";"-0,343"
"02.05.2016";"";"";"";"-0,343"
"29.04.2016";"";"";"";"-0,344"
"28.04.2016";"";"";"";"-0,343"
"27.04.2016";"";"";"";"-0,343"
"26.04.2016";"";"";"";"-0,343"
"25.04.2016";"";"";"";"-0,343"
"22.04.2016";"";"";"";"-0,342"
"21.04.2016";"";"";"";"-0,342"
"20.04.2016";"";"";"";"-0,342"
"19.04.2016";"";"";"";"-0,343"
"18.04.2016";"";"";"";"-0,342"
"15.04.2016";"";"";"";"-0,342"
"14.04.2016";"";"";"";"-0,342"
"13.04.2016";"";"";"";"-0,342"
"12.04.2016";"";"";"";"-0,342"
"11.04.2016";"";"";"";"-0,34"
"08.04.2016";"";"";"";"-0,339"
"07.04.2016";"";"";"";"-0,339"
"06.04.2016";"";"";"";"-0,339"
"05.04.2016";"";"";"";"-0,339"
"04.04.2016";"";"";"";"-0,339"
"01.04.2016";"";"";"";"-0,335"
"31.03.2016";"";"";"";"-0,334"
"30.03.2016";"";"";"";"-0,332"
"29.03.2016";"";"";"";"-0,332"
"24.03.2016";"";"";"";"-0,331"
"23.03.2016";"";"";"";"-0,33"
"22.03.2016";"";"";"";"-0,328"
"21.03.2016";"";"";"";"-0,326"
"18.03.2016";"";"";"";"-0,324"
"17.03.2016";"";"";"";"-0,322"
"16.03.2016";"";"";"";"-0,317"
"15.03.2016";"";"";"";"-0,313"
"14.03.2016";"";"";"";"-0,311"
"11.03.2016";"";"";"";"-0,301"
"10.03.2016";"";"";"";"-0,295"
"09.03.2016";"";"";"";"-0,291"
"08.03.2016";"";"";"";"-0,287"
"07.03.2016";"";"";"";"-0,285"
"04.03.2016";"";"";"";"-0,281"
"03.03.2016";"";"";"";"-0,276"
"02.03.2016";"";"";"";"-0,273"
"01.03.2016";"";"";"";"-0,27"
"29.02.2016";"";"";"";"-0,265"
"26.02.2016";"";"";"";"-0,264"
"25.02.2016";"";"";"";"-0,262"
"24.02.2016";"";"";"";"-0,262"
"23.02.2016";"";"";"";"-0,261"
"22.02.2016";"";"";"";"-0,258"
"19.02.2016";"";"";"";"-0,255"
"18.02.2016";"";"";"";"-0,253"
"17.02.2016";"";"";"";"-0,249"
"16.02.2016";"";"";"";"-0,245"
"15.02.2016";"";"";"";"-0,241"
"12.02.2016";"";"";"";"-0,24"
"11.02.2016";"";"";"";"-0,239"
"10.02.2016";"";"";"";"-0,238"
"09.02.2016";"";"";"";"-0,237"
"08.02.2016";"";"";"";"-0,235"
"05.02.2016";"";"";"";"-0,234"
"04.02.2016";"";"";"";"-0,234"
"03.02.2016";"";"";"";"-0,232"
"02.02.2016";"";"";"";"-0,231"
"01.02.2016";"";"";"";"-0,232"
"29.01.2016";"";"";"";"-0,229"
"28.01.2016";"";"";"";"-0,229"
"27.01.2016";"";"";"";"-0,231"
"26.01.2016";"";"";"";"-0,231"
"25.01.2016";"";"";"";"-0,231"
"22.01.2016";"";"";"";"-0,231"
"21.01.2016";"";"";"";"-0,23"
"20.01.2016";"";"";"";"-0,225"
"19.01.2016";"";"";"";"-0,222"
"18.01.2016";"";"";"";"-0,222"
"15.01.2016";"";"";"";"-0,221"
"14.01.2016";"";"";"";"-0,221"
"13.01.2016";"";"";"";"-0,22"
"12.01.2016";"";"";"";"-0,22"
"11.01.2016";"";"";"";"-0,219"
"08.01.2016";"";"";"";"-0,218"
"07.01.2016";"";"";"";"-0,218"
"06.01.2016";"";"";"";"-0,214"
"05.01.2016";"";"";"";"-0,211"
"04.01.2016";"";"";"";"-0,21"
"31.12.2015";"";"";"";"-0,205"
"30.12.2015";"";"";"";"-0,206"
"29.12.2015";"";"";"";"-0,202"
"28.12.2015";"";"";"";"-0,199"
"24.12.2015";"";"";"";"-0,201"
"23.12.2015";"";"";"";"-0,201"
"22.12.2015";"";"";"";"-0,201"
"21.12.2015";"";"";"";"-0,2"
"18.12.2015";"";"";"";"-0,199"
"17.12.2015";"";"";"";"-0,198"
"16.12.2015";"";"";"";"-0,196"
"15.12.2015";"";"";"";"-0,194"
"14.12.2015";"";"";"";"-0,191"
"11.12.2015";"";"";"";"-0,189"
"10.12.2015";"";"";"";"-0,186"
"09.12.2015";"";"";"";"-0,181"
"08.12.2015";"";"";"";"-0,178"
"07.12.2015";"";"";"";"-0,175"
"04.12.2015";"";"";"";"-0,171"
"03.12.2015";"";"";"";"-0,171"
"02.12.2015";"";"";"";"-0,164"
"01.12.2015";"";"";"";"-0,161"
"30.11.2015";"";"";"";"-0,161"
"27.11.2015";"";"";"";"-0,16"
"26.11.2015";"";"";"";"-0,161"
"25.11.2015";"";"";"";"-0,156"
"24.11.2015";"";"";"";"-0,157"
"23.11.2015";"";"";"";"-0,155"
"20.11.2015";"";"";"";"-0,151"
"19.11.2015";"";"";"";"-0,149"
"18.11.2015";"";"";"";"-0,146"
"17.11.2015";"";"";"";"-0,144"
"16.11.2015";"";"";"";"-0,139"
"13.11.2015";"";"";"";"-0,137"
"12.11.2015";"";"";"";"-0,136"
"11.11.2015";"";"";"";"-0,132"
"10.11.2015";"";"";"";"-0,129"
"09.11.2015";"";"";"";"-0,125"
"06.11.2015";"";"";"";"-0,124"
"05.11.2015";"";"";"";"-0,123"
"04.11.2015";"";"";"";"-0,122"
"03.11.2015";"";"";"";"-0,121"
"02.11.2015";"";"";"";"-0,119"
"30.10.2015";"";"";"";"-0,119"
"29.10.2015";"";"";"";"-0,119"
"28.10.2015";"";"";"";"-0,119"
"27.10.2015";"";"";"";"-0,119"
"26.10.2015";"";"";"";"-0,119"
"23.10.2015";"";"";"";"-0,119"
"22.10.2015";"";"";"";"-0,118"
"21.10.2015";"";"";"";"-0,118"
"20.10.2015";"";"";"";"-0,117"
"19.10.2015";"";"";"";"-0,117"
"16.10.2015";"";"";"";"-0,116"
"15.10.2015";"";"";"";"-0,114"
"14.10.2015";"";"";"";"-0,113"
"13.10.2015";"";"";"";"-0,113"
"12.10.2015";"";"";"";"-0,113"
"09.10.2015";"";"";"";"-0,113"
"08.10.2015";"";"";"";"-0,114"
"07.10.2015";"";"";"";"-0,113"
"06.10.2015";"";"";"";"-0,112"
"05.10.2015";"";"";"";"-0,113"
"02.10.2015";"";"";"";"-0,113"
"01.10.2015";"";"";"";"-0,113"
"30.09.2015";"";"";"";"-0,113"
"29.09.2015";"";"";"";"-0,113"
"28.09.2015";"";"";"";"-0,111"
"25.09.2015";"";"";"";"-0,111"
"24.09.2015";"";"";"";"-0,109"
"23.09.2015";"";"";"";"-0,107"
"22.09.2015";"";"";"";"-0,103"
"21.09.2015";"";"";"";"-0,104"
"18.09.2015";"";"";"";"-0,102"
"17.09.2015";"";"";"";"-0,103"
"16.09.2015";"";"";"";"-0,103"
"15.09.2015";"";"";"";"-0,104"
"14.09.2015";"";"";"";"-0,104"
"11.09.2015";"";"";"";"-0,104"
"10.09.2015";"";"";"";"-0,103"
"09.09.2015";"";"";"";"-0,104"
"08.09.2015";"";"";"";"-0,104"
"07.09.2015";"";"";"";"-0,104"
"04.09.2015";"";"";"";"-0,104"
"03.09.2015";"";"";"";"-0,103"
"02.09.2015";"";"";"";"-0,102"
"01.09.2015";"";"";"";"-0,099"
"31.08.2015";"";"";"";"-0,098"
"28.08.2015";"";"";"";"-0,098"
"27.08.2015";"";"";"";"-0,099"
"26.08.2015";"";"";"";"-0,098"
"25.08.2015";"";"";"";"-0,096"
"24.08.2015";"";"";"";"-0,094"
"21.08.2015";"";"";"";"-0,092"
"20.08.2015";"";"";"";"-0,091"
"19.08.2015";"";"";"";"-0,089"
"18.08.2015";"";"";"";"-0,089"
"17.08.2015";"";"";"";"-0,088"
"14.08.2015";"";"";"";"-0,085"
"13.08.2015";"";"";"";"-0,084"
"12.08.2015";"";"";"";"-0,083"
"11.08.2015";"";"";"";"-0,082"
"10.08.2015";"";"";"";"-0,082"
"07.08.2015";"";"";"";"-0,081"
"06.08.2015";"";"";"";"-0,08"
"05.08.2015";"";"";"";"-0,079"
"04.08.2015";"";"";"";"-0,079"
"03.08.2015";"";"";"";"-0,078"
"31.07.2015";"";"";"";"-0,075"
"30.07.2015";"";"";"";"-0,074"
"29.07.2015";"";"";"";"-0,074"
"28.07.2015";"";"";"";"-0,073"
"27.07.2015";"";"";"";"-0,074"
"24.07.2015";"";"";"";"-0,074"
"23.07.2015";"";"";"";"-0,073"
"22.07.2015";"";"";"";"-0,073"
"21.07.2015";"";"";"";"-0,073"
"20.07.2015";"";"";"";"-0,073"
"17.07.2015";"";"";"";"-0,072"
"16.07.2015";"";"";"";"-0,071"
"15.07.2015";"";"";"";"-0,072"
"14.07.2015";"";"";"";"-0,071"
"13.07.2015";"";"";"";"-0,071"
"10.07.2015";"";"";"";"-0,071"
"09.07.2015";"";"";"";"-0,071"
"08.07.2015";"";"";"";"-0,071"
"07.07.2015";"";"";"";"-0,069"
"06.07.2015";"";"";"";"-0,068"
"03.07.2015";"";"";"";"-0,067"
"02.07.2015";"";"";"";"-0,066"
"01.07.2015";"";"";"";"-0,064"
"30.06.2015";"";"";"";"-0,064"
"29.06.2015";"";"";"";"-0,064"
"26.06.2015";"";"";"";"-0,066"
"25.06.2015";"";"";"";"-0,066"
"24.06.2015";"";"";"";"-0,066"
"23.06.2015";"";"";"";"-0,066"
"22.06.2015";"";"";"";"-0,065"
"19.06.2015";"";"";"";"-0,064"
"18.06.2015";"";"";"";"-0,063"
"17.06.2015";"";"";"";"-0,064"
"16.06.2015";"";"";"";"-0,064"
"15.06.2015";"";"";"";"-0,064"
"12.06.2015";"";"";"";"-0,064"
"11.06.2015";"";"";"";"-0,062"
"10.06.2015";"";"";"";"-0,063"
"09.06.2015";"";"";"";"-0,063"
"08.06.2015";"";"";"";"-0,063"
"05.06.2015";"";"";"";"-0,063"
"04.06.2015";"";"";"";"-0,062"
"03.06.2015";"";"";"";"-0,061"
"02.06.2015";"";"";"";"-0,06"
"01.06.2015";"";"";"";"-0,057"
"29.05.2015";"";"";"";"-0,059"
"28.05.2015";"";"";"";"-0,058"
"27.05.2015";"";"";"";"-0,054"
"26.05.2015";"";"";"";"-0,054"
"25.05.2015";"";"";"";"-0,053"
"22.05.2015";"";"";"";"-0,052"
"21.05.2015";"";"";"";"-0,052"
"20.05.2015";"";"";"";"-0,052"
"19.05.2015";"";"";"";"-0,052"
"18.05.2015";"";"";"";"-0,051"
"15.05.2015";"";"";"";"-0,05"
"14.05.2015";"";"";"";"-0,049"
"13.05.2015";"";"";"";"-0,048"
"12.05.2015";"";"";"";"-0,048"
"11.05.2015";"";"";"";"-0,045"
"08.05.2015";"";"";"";"-0,044"
"07.05.2015";"";"";"";"-0,043"
"06.05.2015";"";"";"";"-0,043"
"05.05.2015";"";"";"";"-0,043"
"04.05.2015";"";"";"";"-0,042"
"30.04.2015";"";"";"";"-0,04"
"29.04.2015";"";"";"";"-0,038"
"28.04.2015";"";"";"";"-0,034"
"27.04.2015";"";"";"";"-0,034"
"24.04.2015";"";"";"";"-0,034"
"23.04.2015";"";"";"";"-0,034"
"22.04.2015";"";"";"";"-0,034"
"21.04.2015";"";"";"";"-0,034"
"20.04.2015";"";"";"";"-0,032"
"17.04.2015";"";"";"";"-0,033"
"16.04.2015";"";"";"";"-0,032"
"15.04.2015";"";"";"";"-0,029"
"14.04.2015";"";"";"";"-0,025"
"13.04.2015";"";"";"";"-0,024"
"10.04.2015";"";"";"";"-0,022"
"09.04.2015";"";"";"";"-0,022"
"08.04.2015";"";"";"";"-0,021"
"07.04.2015";"";"";"";"-0,021"
"02.04.2015";"";"";"";"-0,019"
"01.04.2015";"";"";"";"-0,017"
"31.03.2015";"";"";"";"-0,015"
"30.03.2015";"";"";"";"-0,014"
"27.03.2015";"";"";"";"-0,012"
"26.03.2015";"";"";"";"-0,012"
"25.03.2015";"";"";"";"-0,012"
"24.03.2015";"";"";"";"-0,012"
"23.03.2015";"";"";"";"-0,012"
"20.03.2015";"";"";"";"-0,014"
"19.03.2015";"";"";"";"-0,011"
"18.03.2015";"";"";"";"-0,011"
"17.03.2015";"";"";"";"-0,012"
"16.03.2015";"";"";"";"-0,011"
"13.03.2015";"";"";"";"-0,01"
"12.03.2015";"";"";"";"-0,009"
"11.03.2015";"";"";"";"-0,011"
"10.03.2015";"";"";"";"-0,009"
"09.03.2015";"";"";"";"-0,008"
"06.03.2015";"";"";"";"-0,008"
"05.03.2015";"";"";"";"-0,007"
"04.03.2015";"";"";"";"-0,006"
"03.03.2015";"";"";"";"-0,006"
"02.03.2015";"";"";"";"-0,005"
"27.02.2015";"";"";"";"-0,005"
"26.02.2015";"";"";"";"-0,004"
"25.02.2015";"";"";"";"0,001"
"24.02.2015";"";"";"";"0,001"
"23.02.2015";"";"";"";"0,001"
"20.02.2015";"";"";"";"0,001"
"19.02.2015";"";"";"";"0"
"18.02.2015";"";"";"";"0"
"17.02.2015";"";"";"";"0,001"
"16.02.2015";"";"";"";"0,001"
"13.02.2015";"";"";"";"0,002"
"12.02.2015";"";"";"";"0,002"
"11.02.2015";"";"";"";"0,001"
"10.02.2015";"";"";"";"0"
"09.02.2015";"";"";"";"-0,001"
"06.02.2015";"";"";"";"0,002"
"05.02.2015";"";"";"";"0"
"04.02.2015";"";"";"";"0,001"
"03.02.2015";"";"";"";"0,001"
"02.02.2015";"";"";"";"0,003"
"30.01.2015";"";"";"";"0,001"
"29.01.2015";"";"";"";"0,001"
"28.01.2015";"";"";"";"0,001"
"27.01.2015";"";"";"";"0,005"
"26.01.2015";"";"";"";"0,002"
"23.01.2015";"";"";"";"0,001"
"22.01.2015";"";"";"";"-0,001"
"21.01.2015";"";"";"";"-0,004"
"20.01.2015";"";"";"";"-0,005"
"19.01.2015";"";"";"";"-0,002"
"16.01.2015";"";"";"";"0,002"
"15.01.2015";"";"";"";"0,007"
"14.01.2015";"";"";"";"0,006"
"13.01.2015";"";"";"";"0,008"
"12.01.2015";"";"";"";"0,009"
"09.01.2015";"";"";"";"0,009"
"08.01.2015";"";"";"";"0,01"
"07.01.2015";"";"";"";"0,012"
"06.01.2015";"";"";"";"0,015"
"05.01.2015";"";"";"";"0,015"
"02.01.2015";"";"";"";"0,016"
"31.12.2014";"";"";"";"0,018"
"30.12.2014";"";"";"";"0,019"
"29.12.2014";"";"";"";"0,024"
"24.12.2014";"";"";"";"0,025"
"23.12.2014";"";"";"";"0,024"
"22.12.2014";"";"";"";"0,026"
"19.12.2014";"";"";"";"0,026"
"18.12.2014";"";"";"";"0,025"
"17.12.2014";"";"";"";"0,026"
"16.12.2014";"";"";"";"0,025"
"15.12.2014";"";"";"";"0,024"
"12.12.2014";"";"";"";"0,023"
"11.12.2014";"";"";"";"0,022"
"10.12.2014";"";"";"";"0,022"
"09.12.2014";"";"";"";"0,024"
"08.12.2014";"";"";"";"0,022"
"05.12.2014";"";"";"";"0,022"
"04.12.2014";"";"";"";"0,022"
"03.12.2014";"";"";"";"0,022"
"02.12.2014";"";"";"";"0,022"
"01.12.2014";"";"";"";"0,021"
"28.11.2014";"";"";"";"0,02"
"27.11.2014";"";"";"";"0,016"
"26.11.2014";"";"";"";"0,009"
"25.11.2014";"";"";"";"0,009"
"24.11.2014";"";"";"";"0,009"
"21.11.2014";"";"";"";"0,009"
"20.11.2014";"";"";"";"0,009"
"19.11.2014";"";"";"";"0,009"
"18.11.2014";"";"";"";"0,009"
"17.11.2014";"";"";"";"0,008"
"14.11.2014";"";"";"";"0,008"
"13.11.2014";"";"";"";"0,008"
"12.11.2014";"";"";"";"0,009"
"11.11.2014";"";"";"";"0,009"
"10.11.2014";"";"";"";"0,009"
"07.11.2014";"";"";"";"0,008"
"06.11.2014";"";"";"";"0,009"
"05.11.2014";"";"";"";"0,009"
"04.11.2014";"";"";"";"0,009"
"03.11.2014";"";"";"";"0,01"
"31.10.2014";"";"";"";"0,01"
"30.10.2014";"";"";"";"0,01"
"29.10.2014";"";"";"";"0,01"
"28.10.2014";"";"";"";"0,012"
"27.10.2014";"";"";"";"0,012"
"24.10.2014";"";"";"";"0,012"
"23.10.2014";"";"";"";"0,011"
"22.10.2014";"";"";"";"0,009"
"21.10.2014";"";"";"";"0,008"
"20.10.2014";"";"";"";"0,006"
"17.10.2014";"";"";"";"0,006"
"16.10.2014";"";"";"";"0,006"
"15.10.2014";"";"";"";"0,006"
"14.10.2014";"";"";"";"0,008"
"13.10.2014";"";"";"";"0,006"
"10.10.2014";"";"";"";"0,006"
"09.10.2014";"";"";"";"0,006"
"08.10.2014";"";"";"";"0,006"
"07.10.2014";"";"";"";"0,006"
"06.10.2014";"";"";"";"0,007"
"03.10.2014";"";"";"";"0,007"
"02.10.2014";"";"";"";"0,006"
"01.10.2014";"";"";"";"0,006"
"30.09.2014";"";"";"";"0,007"
"29.09.2014";"";"";"";"0,007"
"26.09.2014";"";"";"";"0,007"
"25.09.2014";"";"";"";"0,006"
"24.09.2014";"";"";"";"0,007"
"23.09.2014";"";"";"";"0,005"
"22.09.2014";"";"";"";"0,005"
"19.09.2014";"";"";"";"0,008"
"18.09.2014";"";"";"";"0,007"
"17.09.2014";"";"";"";"0,006"
"16.09.2014";"";"";"";"0,006"
"15.09.2014";"";"";"";"0,007"
"12.09.2014";"";"";"";"0,006"
"11.09.2014";"";"";"";"0,007"
"10.09.2014";"";"";"";"0,01"
"09.09.2014";"";"";"";"0,01"
"08.09.2014";"";"";"";"0,013"
"05.09.2014";"";"";"";"0,019"
"04.09.2014";"";"";"";"0,059"
"03.09.2014";"";"";"";"0,061"
"02.09.2014";"";"";"";"0,06"
"01.09.2014";"";"";"";"0,066"
"29.08.2014";"";"";"";"0,067"
"28.08.2014";"";"";"";"0,068"
"27.08.2014";"";"";"";"0,069"
"26.08.2014";"";"";"";"0,071"
"25.08.2014";"";"";"";"0,074"
"22.08.2014";"";"";"";"0,079"
"21.08.2014";"";"";"";"0,081"
"20.08.2014";"";"";"";"0,084"
"19.08.2014";"";"";"";"0,087"
"18.08.2014";"";"";"";"0,089"
"15.08.2014";"";"";"";"0,088"
"14.08.2014";"";"";"";"0,089"
"13.08.2014";"";"";"";"0,09"
"12.08.2014";"";"";"";"0,091"
"11.08.2014";"";"";"";"0,092"
"08.08.2014";"";"";"";"0,094"
"07.08.2014";"";"";"";"0,096"
"06.08.2014";"";"";"";"0,096"
"05.08.2014";"";"";"";"0,097"
"04.08.2014";"";"";"";"0,096"
"01.08.2014";"";"";"";"0,097"
"31.07.2014";"";"";"";"0,098"
"30.07.2014";"";"";"";"0,098"
"29.07.2014";"";"";"";"0,099"
"28.07.2014";"";"";"";"0,099"
"25.07.2014";"";"";"";"0,1"
"24.07.2014";"";"";"";"0,099"
"23.07.2014";"";"";"";"0,098"
"22.07.2014";"";"";"";"0,096"
"21.07.2014";"";"";"";"0,096"
"18.07.2014";"";"";"";"0,092"
"17.07.2014";"";"";"";"0,091"
"16.07.2014";"";"";"";"0,091"
"15.07.2014";"";"";"";"0,092"
"14.07.2014";"";"";"";"0,092"
"11.07.2014";"";"";"";"0,093"
"10.07.2014";"";"";"";"0,094"
"09.07.2014";"";"";"";"0,095"
"08.07.2014";"";"";"";"0,096"
"07.07.2014";"";"";"";"0,097"
"04.07.2014";"";"";"";"0,097"
"03.07.2014";"";"";"";"0,097"
"02.07.2014";"";"";"";"0,096"
"01.07.2014";"";"";"";"0,098"
"30.06.2014";"";"";"";"0,099"
"27.06.2014";"";"";"";"0,101"
"26.06.2014";"";"";"";"0,103"
"25.06.2014";"";"";"";"0,103"
"24.06.2014";"";"";"";"0,104"
"23.06.2014";"";"";"";"0,105"
"20.06.2014";"";"";"";"0,108"
"19.06.2014";"";"";"";"0,109"
"18.06.2014";"";"";"";"0,113"
"17.06.2014";"";"";"";"0,119"
"16.06.2014";"";"";"";"0,126"
"13.06.2014";"";"";"";"0,14"
"12.06.2014";"";"";"";"0,156"
"11.06.2014";"";"";"";"0,179"
"10.06.2014";"";"";"";"0,188"
"09.06.2014";"";"";"";"0,192"
"06.06.2014";"";"";"";"0,197"
"05.06.2014";"";"";"";"0,23"
"04.06.2014";"";"";"";"0,241"
"03.06.2014";"";"";"";"0,248"
"02.06.2014";"";"";"";"0,25"
"30.05.2014";"";"";"";"0,251"
"29.05.2014";"";"";"";"0,251"
"28.05.2014";"";"";"";"0,255"
"27.05.2014";"";"";"";"0,257"
"26.05.2014";"";"";"";"0,258"
"23.05.2014";"";"";"";"0,261"
"22.05.2014";"";"";"";"0,262"
"21.05.2014";"";"";"";"0,259"
"20.05.2014";"";"";"";"0,256"
"19.05.2014";"";"";"";"0,257"
"16.05.2014";"";"";"";"0,257"
"15.05.2014";"";"";"";"0,259"
"14.05.2014";"";"";"";"0,263"
"13.05.2014";"";"";"";"0,268"
"12.05.2014";"";"";"";"0,267"
"09.05.2014";"";"";"";"0,266"
"08.05.2014";"";"";"";"0,262"
"07.05.2014";"";"";"";"0,262"
"06.05.2014";"";"";"";"0,257"
"05.05.2014";"";"";"";"0,258"
"02.05.2014";"";"";"";"0,258"
"30.04.2014";"";"";"";"0,261"
"29.04.2014";"";"";"";"0,269"
"28.04.2014";"";"";"";"0,269"
"25.04.2014";"";"";"";"0,269"
"24.04.2014";"";"";"";"0,261"
"23.04.2014";"";"";"";"0,253"
"22.04.2014";"";"";"";"0,248"
"17.04.2014";"";"";"";"0,246"
"16.04.2014";"";"";"";"0,248"
"15.04.2014";"";"";"";"0,251"
"14.04.2014";"";"";"";"0,252"
"11.04.2014";"";"";"";"0,253"
"10.04.2014";"";"";"";"0,251"
"09.04.2014";"";"";"";"0,251"
"08.04.2014";"";"";"";"0,251"
"07.04.2014";"";"";"";"0,252"
"04.04.2014";"";"";"";"0,249"
"03.04.2014";"";"";"";"0,24"
"02.04.2014";"";"";"";"0,242"
"01.04.2014";"";"";"";"0,235"
"31.03.2014";"";"";"";"0,237"
"28.03.2014";"";"";"";"0,233"
"27.03.2014";"";"";"";"0,237"
"26.03.2014";"";"";"";"0,237"
"25.03.2014";"";"";"";"0,241"
"24.03.2014";"";"";"";"0,242"
"21.03.2014";"";"";"";"0,239"
"20.03.2014";"";"";"";"0,238"
"19.03.2014";"";"";"";"0,237"
"18.03.2014";"";"";"";"0,234"
"17.03.2014";"";"";"";"0,232"
"14.03.2014";"";"";"";"0,23"
"13.03.2014";"";"";"";"0,23"
"12.03.2014";"";"";"";"0,233"
"11.03.2014";"";"";"";"0,233"
"10.03.2014";"";"";"";"0,236"
"07.03.2014";"";"";"";"0,229"
"06.03.2014";"";"";"";"0,216"
"05.03.2014";"";"";"";"0,216"
